Project,Commit_Removal,File_Path,SATD_Comment,API_Added,API_Deleted,ISMethodChangedBasedOnAPI,Category
Tomcat,577c4e6194b71a63be70725bb743c94c7cb082cc,java/org/apache/catalina/authenticator/SpnegoAuthenticator.java,// TODO This (and a lot of the surrounding code) needs to move // to RealmBase so authorisation will work. This is just a quick // hack to get authentication working.,org.apache.catalina.Context, org.apache.catalina.realm.GenericPrincipal; org.ietf.jgss.GSSName,YES,FEATURE CHANGE
Tomcat,587b1a807129c2ab41623358281aa19ff2ff9950,java/org/apache/coyote/http11/Http11AprProcessor.java,//TODO SERVLET3 - async,,java.util.concurrent.atomic.AtomicBoolean,YES,PERFORMANCE
Tomcat,9df22b49129e2f9a01c6bf2b258a970a7c53b489,java/org/apache/coyote/http2/Http2UpgradeHandler.java,// TODO Implement periodic pruning of closed streams,java.util.TreeSet,,YES,PERFORMANCE
Tomcat,b5326aa34710ec108704624b424ef6a7bb033e61,java/org/apache/websocket/ServerContainerImpl.java,// TODO Replace following debug code with something useful.,java.util.concurrent.ConcurrentHashMap; javax.servlet.ServletContext; javax.servlet.ServletRegistration; org.apache.juli.logging.Log; org.apache.juli.logging.LogFactory,,NO,
Tomcat,b696517d6950550494ea5ff19e8cab6d5a622ad7,java/org/apache/tomcat/websocket/Util.java,// TODO byte[]; Reader; InputStream,java.io.InputStream; java.io.Reader,,YES,FEATURE ADDITION
Tomcat,b7e8aea8ca60766ca429cb1e87c06e561f14867f,java/org/apache/tomcat/websocket/WsSession.java,// TODO Log this?,org.apache.juli.logging.Log; org.apache.juli.logging.LogFactory,,YES,FEATURE ADDITION
Tomcat,b804219e1bf11ab1e8d20e3da1322d73ce84ea25,java/org/apache/tomcat/websocket/WsWebSocketContainer.java,// Create HTTP connection // TODO,java.io.IOException;java.net.InetSocketAddress;java.net.SocketAddress;java.nio.ByteBuffer;java.nio.channels.AsynchronousSocketChannel;java.nio.charset.Charset;java.util.ArrayList;java.util.HashMap;java.util.Iterator;java.util.List;java.util.Map;java.util.Map.Entry;java.util.Random;java.util.concurrent.ExecutionException;java.util.concurrent.Future;javax.websocket.HandshakeResponse;javax.xml.bind.DatatypeConverter,,YES,FEATURE ADDITION
Tomcat,b9badbb7d6d57f84337f7233feb35247442746e8,java/org/apache/tomcat/websocket/WsWebSocketContainer.java,// TODO Log invalid header,org.apache.juli.logging.Log; org.apache.juli.logging.LogFactory,,YES,FEATURE ADDITION
Tomcat,bb3fda1c31536dadc49a1d94bd6cf374f6694bc6,java/org/apache/catalina/authenticator/jaspic/provider/modules/DigestAuthModule.java,// TODO discuss a better way to get user roles,,org.apache.catalina.realm.GenericPrincipal,YES,MAINTAINABILITY
Tomcat,c169c761002186b131323bef30e433d4aec1b51c,java/org/apache/catalina/connector/MapperListener.java,// This should probably be called later,javax.management.InstanceNotFoundException; javax.management.ListenerNotFoundException; javax.management.MBeanException; javax.management.MalformedObjectNameException; javax.management.ReflectionException; org.apache.catalina.Container; org.apache.catalina.Context; org.apache.catalina.Engine; org.apache.catalina.Lifecycle; org.apache.catalina.LifecycleState; org.apache.catalina.Wrapper,java.util.Iterator; java.util.Set; javax.management.ObjectInstance; org.apache.catalina.core.StandardContext,NO,
Tomcat,c169c761002186b131323bef30e433d4aec1b51c,java/org/apache/catalina/core/StandardContext.java,// Look for a realm - that may have been configured earlier. // If the realm is added after context - it'll set itself. // TODO: what is the use case for this ?,,javax.management.AttributeNotFoundException; javax.management.MBeanServer; javax.management.MalformedObjectNameException; org.apache.catalina.startup.ContextConfig,NO,
